model_name,query,language,function,url
tfidf_python_100_1.0,priority queue,python,"def pop_all(self, priority=None):
        """"""
        NON-BLOCKING POP ALL IN QUEUE, IF ANY
        """"""
        output = []
        with self.lock:
            if not priority:
                priority = self.highest_entry()
            if priority:
                output = list(self.queue[priority].queue)
                self.queue[priority].queue.clear()
        return output",https://github.com/klahnakoski/pyLibrary/blob/fa2dcbc48fda8d26999baef400e9a98149e0b982/mo_threads/queues.py#L353-L364
tfidf_python_100_1.0,priority queue,python,"def setPriority(self, queue, priority):
        '''
        Set priority of a sub-queue
        '''
        q = self.queueindex[queue]
        self.queues[q[0]].removeSubQueue(q[1])
        newPriority = self.queues.setdefault(priority, CBQueue.MultiQueue(self, priority))
        q[0] = priority
        newPriority.addSubQueue(q[1])",https://github.com/hubo1016/vlcp/blob/239055229ec93a99cc7e15208075724ccf543bd1/vlcp/event/pqueue.py#L1032-L1040
tfidf_python_100_1.0,priority queue,python,"def addQUnit(self, functionRef, fArgs, priority):
		self.queue.append(self.Unit(functionRef, fArgs, priority))",https://github.com/themichaelusa/AsyncPQ/blob/0165e807f7975bb709891d0ce57a72e551641f2c/AsyncPQ/ASPQ_Wrapper.py#L16-L17
tfidf_python_100_1.0,priority queue,python,"def pop_one(self, priority=None):
        """"""
        NON-BLOCKING POP IN QUEUE, IF ANY
        """"""
        with self.lock:
            if not priority:
                priority = self.highest_entry()
            if self.closed:
                return [THREAD_STOP]
            elif not self.queue:
                return None
            else:
                v =self.pop(priority=priority)
                if v is THREAD_STOP:  # SENDING A STOP INTO THE QUEUE IS ALSO AN OPTION
                    self.closed.go()
                return v",https://github.com/klahnakoski/pyLibrary/blob/fa2dcbc48fda8d26999baef400e9a98149e0b982/mo_threads/queues.py#L378-L393
tfidf_python_100_1.0,priority queue,python,"def put(self, queue, message, priority=0, **kwargs):
        self.client.use(queue)
        self.client.put(message, priority=priority)",https://github.com/ask/ghettoq/blob/22a0fcd865b618cbbbfd102efd88a7983507c24e/ghettoq/backends/beanstalk.py#L32-L34
tfidf_python_100_1.0,priority queue,python,"def addTask(self, priority, functionRef, *funcArgs):
		self.asyncQueue.addQUnit(functionRef, funcArgs, priority)",https://github.com/themichaelusa/AsyncPQ/blob/0165e807f7975bb709891d0ce57a72e551641f2c/AsyncPQ/AsyncQueue.py#L23-L24
tfidf_python_100_1.0,priority queue,python,"def push(self, item, priority=None):
        """"""Push the item in the priority queue.
        if priority is not given, priority is set to the value of item.
        """"""
        priority = item if priority is None else priority
        node = PriorityQueueNode(item, priority)
        for index, current in enumerate(self.priority_queue_list):
            if current.priority < node.priority:
                self.priority_queue_list.insert(index, node)
                return
        # when traversed complete queue
        self.priority_queue_list.append(node)",https://github.com/keon/algorithms/blob/4d6569464a62a75c1357acc97e2dd32ee2f9f4a3/algorithms/queues/priority_queue.py#L38-L49
tfidf_python_100_1.0,priority queue,python,"def parse_priority(priority):
    if priority is None:
        priority = get_default_priority()
    # If priority is given as a string, returns the enum representation
    if isinstance(priority, string_types):
        priority = getattr(PRIORITY, priority, None)

        if priority is None:
            raise ValueError('Invalid priority, must be one of: %s' %
                             ', '.join(PRIORITY._fields))
    return priority",https://github.com/ui/django-post_office/blob/03e1ffb69829b475402f0f3ecd9f8a90af7da4bd/post_office/utils.py#L109-L119
tfidf_python_100_1.0,priority queue,python,"def get_priority(priority):
    """"""Get priority value.

    Args:
        priority (int or str or :obj:`Priority`): Priority.

    Returns:
        int: The priority value.
    """"""
    if isinstance(priority, int):
        if priority < 0 or priority > 100:
            raise ValueError('priority must be between 0 and 100')
        return priority
    elif isinstance(priority, Priority):
        return priority.value
    elif isinstance(priority, str):
        return Priority[priority.upper()].value
    else:
        raise TypeError('priority must be an integer or Priority enum value')",https://github.com/open-mmlab/mmcv/blob/0d77f61450aab4dde8b8585a577cc496acb95d7f/mmcv/runner/priority.py#L35-L53
tfidf_python_100_1.0,priority queue,python,"def _set_priority(self,priority):
        if not 0 <= priority <= 1:
            raise ValueError(""priority must be between 0 and 1"")
        self.__priority = priority
        if self.is_alive():
            self.priority = priority
        return priority",https://github.com/rfk/threading2/blob/7ec234ddd8c0d7e683b1a5c4a79a3d001143189f/threading2/t2_base.py#L372-L378
tfidf_python_100_1.0,priority queue,python,"def enqueue(self, data, priority=None):
        self.Task.create(queue=self.name, data=data, priority=priority or 0)",https://github.com/coleifer/huey/blob/416e8da1ca18442c08431a91bce373de7d2d200f/huey/contrib/sql_huey.py#L85-L86
tfidf_python_100_1.0,priority queue,python,"def notifyBlock(self, queue, blocked):
        '''
        Internal notify for sub-queues been blocked
        '''
        if blocked:
            if self.prioritySet[-1] == queue.priority:
                self.prioritySet.pop()
            else:
                pindex = bisect_left(self.prioritySet, queue.priority)
                if pindex < len(self.prioritySet) and self.prioritySet[pindex] == queue.priority:
                    del self.prioritySet[pindex]
        else:
            if queue.canPop():
                pindex = bisect_left(self.prioritySet, queue.priority)
                if pindex >= len(self.prioritySet) or self.prioritySet[pindex] != queue.priority:
                    self.prioritySet.insert(pindex, queue.priority)
        newblocked =  not self.canPop()
        if newblocked != self.blocked:
            self.blocked = newblocked
            if self.parent is not None:
                self.parent.notifyBlock(self, newblocked)",https://github.com/hubo1016/vlcp/blob/239055229ec93a99cc7e15208075724ccf543bd1/vlcp/event/pqueue.py#L903-L923
tfidf_python_100_1.0,priority queue,python,"def get_priority(priority):
    from mailer.models import PRIORITY_MAPPING, PRIORITY_MEDIUM
    if priority is None:
        priority = PRIORITY_MEDIUM

    if priority in PRIORITY_MAPPING:
        warnings.warn(""Please pass one of the PRIORITY_* constants to 'send_mail' ""
                      ""and 'send_html_mail', not '{0}'."".format(priority),
                      DeprecationWarning)
        priority = PRIORITY_MAPPING[priority]
    if priority not in PRIORITY_MAPPING.values():
        raise ValueError(""Invalid priority {0}"".format(repr(priority)))
    return priority",https://github.com/pinax/django-mailer/blob/129a848090d5de8a3e25067048ba6d3091c3b187/mailer/__init__.py#L23-L35
tfidf_python_100_1.0,priority queue,python,"def add_prioritized(self, command_obj, priority):
		"""""" Add command with the specified priority

		:param command_obj: command to add
		:param priority: command priority
		:return: None
		""""""
		if priority not in self.__priorities.keys():
			self.__priorities[priority] = []

		self.__priorities[priority].append(command_obj)",https://github.com/a1ezzz/wasp-general/blob/1029839d33eb663f8dec76c1c46754d53c1de4a9/wasp_general/command/command.py#L205-L215
tfidf_python_100_1.0,priority queue,python,"def add(self, func, *args, **kwargs):
        # this function adds other functions to the priority queue
        priority = kwargs['priority'] if 'priority' in kwargs else 1
        self.pqueue.put((priority, func, args, kwargs))
        self.startWorkers()",https://github.com/Arsh23/asynchronizer/blob/d90cfffcdd835ab0a37c3f07c0494cf69696668f/asynchronizer/__init__.py#L16-L20
tfidf_python_100_1.0,priority queue,python,"def priority(self, priority: int):
        if priority not in range(0, 201):
            raise TypeError(f'priority must be in range [0-200]! value was {priority}')
        self._priority = priority",https://github.com/Hundemeier/sacn/blob/f08bf3d7554a1ed2870f23a9e0e7b89a4a509231/sacn/messages/data_packet.py#L38-L41
tfidf_python_100_1.0,priority queue,python,"def _query_job_priorities(self, priority, excluded_build_system_type):
        job_priorities = JobPriority.objects.all()
        if priority:
            job_priorities = job_priorities.filter(priority=priority)
        if excluded_build_system_type:
            job_priorities = job_priorities.exclude(buildsystem=excluded_build_system_type)
        return job_priorities",https://github.com/mozilla/treeherder/blob/cc47bdec872e5c668d0f01df89517390a164cda3/treeherder/seta/job_priorities.py#L58-L64
tfidf_python_100_1.0,priority queue,python,"def __init__(self, priority, system_id_extension, mac_addr):
        super(BridgeId, self).__init__()
        self.priority = priority
        self.system_id_extension = system_id_extension
        self.mac_addr = mac_addr
        self.value = bpdu.ConfigurationBPDUs.encode_bridge_id(
            priority, system_id_extension, mac_addr)",https://github.com/osrg/ryu/blob/6f906e72c92e10bd0264c9b91a2f7bb85b97780c/ryu/lib/stplib.py#L1106-L1112
tfidf_python_100_1.0,priority queue,python,"def _enqueue_task_instances_with_queued_state(self, simple_dag_bag,
                                                  simple_task_instances):
        """"""
        Takes task_instances, which should have been set to queued, and enqueues them
        with the executor.

        :param simple_task_instances: TaskInstances to enqueue
        :type simple_task_instances: list[SimpleTaskInstance]
        :param simple_dag_bag: Should contains all of the task_instances' dags
        :type simple_dag_bag: airflow.utils.dag_processing.SimpleDagBag
        """"""
        TI = models.TaskInstance
        # actually enqueue them
        for simple_task_instance in simple_task_instances:
            simple_dag = simple_dag_bag.get_dag(simple_task_instance.dag_id)
            command = TI.generate_command(
                simple_task_instance.dag_id,
                simple_task_instance.task_id,
                simple_task_instance.execution_date,
                local=True,
                mark_success=False,
                ignore_all_deps=False,
                ignore_depends_on_past=False,
                ignore_task_deps=False,
                ignore_ti_state=False,
                pool=simple_task_instance.pool,
                file_path=simple_dag.full_filepath,
                pickle_id=simple_dag.pickle_id)

            priority = simple_task_instance.priority_weight
            queue = simple_task_instance.queue
            self.log.info(
                ""Sending %s to executor with priority %s and queue %s"",
                simple_task_instance.key, priority, queue
            )

            self.executor.queue_command(
                simple_task_instance,
                command,
                priority=priority,
                queue=queue)",https://github.com/apache/airflow/blob/b69c686ad8a0c89b9136bb4b31767257eb7b2597/airflow/jobs.py#L1282-L1322
tfidf_python_100_1.0,priority queue,python,"def priority(self, priority): # pylint: disable-msg=E0202,E0102,C0111
        priority = int(priority)
        if priority < -128 or priority > 127:
            raise ValueError(""Priority must be in the (-128, 128) range"")
        self._priority = priority
        self._dirty = True",https://github.com/Jajcus/pyxmpp2/blob/14a40a3950910a9cd008b55f0d8905aa0186ce18/pyxmpp2/presence.py#L212-L217
tfidf_python_100_1.0,string to date,python,"def _discover_publication_date(opf_xmldoc, date_html=None):
    date = __discover_dc(opf_xmldoc, 'date')

    if not date and date_html is not None:
        date = _find_publish_date_from_dom(date_html)

    return date",https://github.com/paulocheque/epub-meta/blob/3f0efb9f29a286b1a6896ad05422b23f10e10164/epub_meta/collector.py#L165-L171
tfidf_python_100_1.0,string to date,python,"def get_date(date):
    """"""
    Get the date from a value that could be a date object or a string.

    :param date: The date object or string.

    :returns: The date object.
    """"""
    if type(date) is str:
        return datetime.strptime(date, '%Y-%m-%d').date()
    else:
        return date",https://github.com/Ex-Mente/auxi.0/blob/2dcdae74154f136f8ca58289fe5b20772f215046/auxi/core/helpers.py#L23-L34
tfidf_python_100_1.0,string to date,python,"def _get_crime_categories(self, date=None):
        if date not in self.crime_categories:
            self._populate_crime_categories(date=date)
        return self.crime_categories[date]",https://github.com/rkhleics/police-api-client-python/blob/b5c1e493487eb2409e2c04ed9fbd304f73d89fdc/police_api/__init__.py#L166-L169
tfidf_python_100_1.0,string to date,python,"def to_date_string(date):
    if isinstance(date, numpy.int64) or isinstance(date, int):
        date = str(date)
        date = '%s-%s-%s' % (date[:4], date[4:6], date[6:8])
        return date",https://github.com/CxAalto/gtfspy/blob/bddba4b74faae6c1b91202f19184811e326547e5/gtfspy/util.py#L192-L196
tfidf_python_100_1.0,string to date,python,"def QA_util_date_int2str(int_date):
    """"""
    类型datetime.datatime
    :param date: int 8位整数
    :return: 类型str
    """"""
    date = str(int_date)
    if len(date) == 8:
        return str(date[0:4] + '-' + date[4:6] + '-' + date[6:8])
    elif len(date) == 10:
        return date",https://github.com/QUANTAXIS/QUANTAXIS/blob/bb1fe424e4108b62a1f712b81a05cf829297a5c0/QUANTAXIS/QAUtil/QADate.py#L74-L84
tfidf_python_100_1.0,string to date,python,"def rollforward(self, date):
        if self.onOffset(date):
            return date
        else:
            return date + type(self)()",https://github.com/pydata/xarray/blob/6d93a95d05bdbfc33fff24064f67d29dd891ab58/xarray/coding/cftime_offsets.py#L141-L145
tfidf_python_100_1.0,string to date,python,"def check_date(date):
    if isinstance(date, six.string_types):
        return Date.parseISO(date)
    else:
        return Date.fromDateTime(date)",https://github.com/iLampard/x-utils/blob/291d92832ee0e0c89bc22e10ecf2f44445e0d300/xutils/date_utils/date.py#L254-L258
tfidf_python_100_1.0,string to date,python,"def format_date(self, date):
        if isinstance(date, datetime.datetime):
            date = date.date()

        if isinstance(date, datetime.date):
            date = date.strftime('%d%m%y')

        if not patterns.DATE.match(date):
            raise ValueError(""Invalid date: "" + date)

        return date",https://github.com/Turbo87/aerofiles/blob/d8b7b04a1fcea5c98f89500de1164619a4ec7ef4/aerofiles/igc/writer.py#L24-L34
tfidf_python_100_1.0,string to date,python,"def endOfMonth(date):
        m = date.month()
        y = date.year()
        return Date(y, m, _month_length(m, Date.isLeap(y)))",https://github.com/iLampard/x-utils/blob/291d92832ee0e0c89bc22e10ecf2f44445e0d300/xutils/date_utils/date.py#L173-L176
tfidf_python_100_1.0,string to date,python,"def isEndOfMonth(date):
        m = date.month()
        y = date.year()
        return date.dayOfMonth() == _month_length(m, Date.isLeap(y))",https://github.com/iLampard/x-utils/blob/291d92832ee0e0c89bc22e10ecf2f44445e0d300/xutils/date_utils/date.py#L179-L182
tfidf_python_100_1.0,string to date,python,"def _containsdate(self, date):
        date = Date(date)
        return ((self.firstdate <= date <= self.lastdate) and
                ((date-self.firstdate) // self.stepsize))",https://github.com/hydpy-dev/hydpy/blob/1bc6a82cf30786521d86b36e27900c6717d3348d/hydpy/core/timetools.py#L1534-L1537
tfidf_python_100_1.0,string to date,python,"def isworkday(self, date):
        """"""
        Check if a given date is a work date, ignoring holidays.

        Args:
            date (date, datetime or str): Date to be checked.

        Returns:
            bool: True if the date is a work date, False otherwise.
        """"""
        date = parsefun(date)
        return self.weekdaymap[date.weekday()].isworkday",https://github.com/antoniobotelho/py-business-calendar/blob/92365fbddd043e41e33b01f1ddd9dd6a5094c031/business_calendar/business_calendar.py#L188-L199
tfidf_python_100_1.0,string to date,python,"def convert_to_date_object(date):
    if isinstance(date, Constant):
        return convert_to_date_object(date.value)
    elif isinstance(date, Date) and date.start == date.end:
        return date.start
    else:
        try:
            return ensure_is_date_object(date)
        except TohuDateError:
            raise TohuTimestampError(f""Argument 'date' must represent some kind of constant date object. Got: {date}"")",https://github.com/maxalbert/tohu/blob/43380162fadec99cdd5c5c3152dd6b7d3a9d39a8/tohu/v6/derived_generators.py#L284-L293
tfidf_python_100_1.0,string to date,python,"def convertDate(date):
    """"""Convert DATE string into a decimal year.""""""

    d, t = date.split('T')
    return decimal_date(d, timeobs=t)",https://github.com/spacetelescope/stsci.tools/blob/9a022503ad24ca54ce83331482dfa3ff6de9f403/lib/stsci/tools/fileutil.py#L171-L175
tfidf_python_100_1.0,string to date,python,"def to_date(date):
    if isinstance(date, six.string_types):
        return parse(date).date()

    if isinstance(date, datetime.datetime):
        try:
            return date.date()
        except AttributeError:
            return date

    raise RQInvalidArgument(""unknown date value: {}"".format(date))",https://github.com/ricequant/rqalpha/blob/ac40a62d4e7eca9494b4d0a14f46facf5616820c/rqalpha/api/api_base.py#L913-L923
tfidf_python_100_1.0,string to date,python,"def __init__(self, date=None):
        """""" Parse the date string """"""
        if isinstance(date, datetime.date):
            self.date = date
        elif date is None or date.lower() == ""today"":
            self.date = TODAY
        elif date.lower() == ""yesterday"":
            self.date = TODAY - delta(days=1)
        else:
            try:
                self.date = datetime.date(*[int(i) for i in date.split(""-"")])
            except StandardError as error:
                log.debug(error)
                raise OptionError(
                    ""Invalid date format: '{0}', use YYYY-MM-DD."".format(date))
        self.datetime = datetime.datetime(
            self.date.year, self.date.month, self.date.day, 0, 0, 0)",https://github.com/psss/did/blob/04e4ee6f1aa14c0cae3ba9f9803871f3f98279cb/did/base.py#L189-L205
tfidf_python_100_1.0,string to date,python,"def _validate_and_parse_date(self, date):
        try:
            date = date_parser.parse(date)
            return self._localize_date(date)
        except TypeError:
            raise DateFormatException()",https://github.com/internap/almanach/blob/9986845af94cfffbf11b83d1825611bb31193299/almanach/core/controller.py#L295-L300
tfidf_python_100_1.0,string to date,python,"def _get_date(self):
        try:
            date = get_value_in_tag(self.document, 'pex-dc:date')
            if len(date) == 20:
                date = datetime.strptime(date, '%Y-%m-%dT%H:%M:%SZ')
                date = date.strftime(""%Y-%m-%d"")
                date = str(date)
            return date
        except Exception:
            print >> sys.stderr, ""Can't find date""
            return ''",https://github.com/inspirehep/harvesting-kit/blob/33a7f8aa9dade1d863110c6d8b27dfd955cb471f/harvestingkit/pos_package.py#L78-L88
tfidf_python_100_1.0,string to date,python,"def __init__(self, date=None, fmt=None):
        """""" Parse the date string """"""
        # REFERENCE - strftime
        # full iso: '%Y-%m-%d %H:%M:%S.%f %z'
        # full iso no micro: '%Y-%m-%d %H:%M:%S %z'
        # Unless asked for it explicitly, only show the date as str()
        self.fmt = fmt or ""%Y-%m-%d""
        date = date.lower() if isinstance(date, (str, unicode)) else date
        try:
            if isinstance(date, Date):
                # take the date from the Date() and let it recreate itself
                date = date.date
            elif isinstance(date, (datetime.datetime, datetime.date)):
                pass
            elif not date or date == ""today"":
                date = today()
            elif date == ""yesterday"":
                # produces datetime.date()
                date = today() - delta(days=1)
            elif isinstance(date, (unicode, str)):
                date = dt_parse(date)
            else:
                raise ValueError
        except ValueError:
            raise ValueError(
                ""Invalid date format: {0}('{1}'), use YYYY-MM-DD."".format(
                    type(date), date))

        # Make sure we're a datetime, not date
        if type(date) is datetime.date:
            date = datetime.datetime(
                date.year, date.month, date.day, 0, 0, 0, tzinfo=pytz.utc)

        # FIXME: Make sure we've converted to in UTC
        # if there is no tz info in the datetime object
        # assume it's UTC (WARNING: AMIGUOUS...)
        if date.tzinfo:
            log.debug('Timezone detected [{0}]; converting to UTC'.format(
                date.tzinfo))
            date = date.astimezone(pytz.utc)
        # Makesure the datetime is tz-aware (UTC)
        date = date.replace(tzinfo=pytz.utc)
        self.date = date",https://github.com/kejbaly2/idid/blob/0f19e9ca9c8fa4a81e95c490dfbbc1b452c7451c/idid/utils.py#L436-L478
tfidf_python_100_1.0,string to date,python,"def __call__(cls, *args, **kwargs):
        date = args[0] if len(args) == 1 else kwargs['date']

        if date is None:
            date = get_configuration().get('VERSIONS', 'defaultversion')

        if isinstance(date, DictionaryVersion):
            return date

        if isinstance(date, str):
            if date.startswith('dictionary_'):
                date = _str_to_date(date.split('.')[0].split('_', maxsplit=1)[1])
            else:
                date = _str_to_date(date)
        elif isinstance(date, datetime.date):
            date = _str_to_date(_date_to_str(date))
        else:
            raise ValueError(""Invalid date format for dictionary version %s."" % _date_to_str(date))

        if date not in cls._instances:
            cls._instances[date] = super(DictionaryVersionSingleton, cls).__call__(date)

        return cls._instances[date]",https://github.com/IEMLdev/ieml/blob/4c842ba7e6165e2f1b4a4e2e98759f9f33af5f25/ieml/dictionary/version.py#L56-L78
tfidf_python_100_1.0,sort string list,python,"def get_sort_string(self, sort=None):
        if not sort:
            sort = self.sort
        sort_string = ''
        if not sort == self.default_sort:
            sort_string = self.sort_parameter + '=' + sort
        return sort_string",https://github.com/aptivate/django-sortable-listview/blob/9d5fa5847f0c3e80893780c6540e5098635ace9f/sortable_listview/views.py#L127-L133
tfidf_python_100_1.0,sort string list,python,"def sort2sqlorderby(self, sort):
        sort = jx.normalize_sort_parameters(sort)
        return sql_list([quote_column(s.field) + (SQL_DESC if s.sort == -1 else SQL_ASC) for s in sort])",https://github.com/klahnakoski/pyLibrary/blob/fa2dcbc48fda8d26999baef400e9a98149e0b982/pyLibrary/sql/mysql.py#L464-L466
tfidf_python_100_1.0,sort string list,python,"def sort(self, sort=''):
        sort = sort or self.DEFAULT_SORT_ARG
        self.stats.sort_stats(sort)
        return self",https://github.com/ymichael/cprofilev/blob/dee710a2fa124a12ecf3afcb3d41b9cb0364cf57/cprofilev.py#L136-L139
tfidf_python_100_1.0,sort string list,python,"def list(self):
        l = list(self.subcmds.keys())
        l.sort()
        return l",https://github.com/rocky/python3-trepan/blob/14e91bc0acce090d67be145b1ac040cab92ac5f3/trepan/processor/subcmd.py#L104-L107
